interaction,factors,coefficient,p_value,r2_change,model_r2,model_adj_r2,aic
文化保持×社会接触×家庭支持×来港时长,"('文化保持', '社会接触', '家庭支持', '来港时长')",-0.2985380045267359,0.330318188807642,0.05236013549901353,0.7253946417994097,0.6498781682942474,494.6631105364919
文化接触×家庭沟通频率×社会联结感×来港时长,"('文化接触', '家庭沟通频率', '社会联结感', '来港时长')",0.4838617205938457,0.3322716203526964,0.06767104715693062,0.7407055534573268,0.6693995806580917,488.75392527553447
家庭支持×家庭沟通频率×沟通坦诚度×来港时长,"('家庭支持', '家庭沟通频率', '沟通坦诚度', '来港时长')",0.2733412519641618,0.33654045428864504,0.057337116552772294,0.7303716228531685,0.6562238191377898,492.7792018174489
文化保持×社会接触×自主权×来港时长,"('文化保持', '社会接触', '自主权', '来港时长')",-0.47087970466232487,0.3411015463511161,0.06980665033409372,0.7428411566344899,0.6721224747089747,487.90208296831224
文化保持×社会接触×家庭支持×家庭沟通频率,"('文化保持', '社会接触', '家庭支持', '家庭沟通频率')",-0.15882323567917833,0.3431991190290425,0.07242963696073401,0.7454641432611302,0.675466782657941,486.84610177915954
文化保持×沟通坦诚度×社会联结感×来港时长,"('文化保持', '沟通坦诚度', '社会联结感', '来港时长')",0.41769635354199763,0.3435868636838369,0.04153786299757023,0.7145723692979664,0.6360797708549072,498.64442190350167
文化保持×家庭沟通频率×社会联结感×开放性,"('文化保持', '家庭沟通频率', '社会联结感', '开放性')",0.2622518843218218,0.34429319949045556,0.04749405017053432,0.7205285564709305,0.6436739095004365,496.47231703558396
文化接触×社会接触×沟通坦诚度×自主权,"('文化接触', '社会接触', '沟通坦诚度', '自主权')",-0.15115983001156014,0.3452122720226115,0.09850474169550305,0.7715392479958992,0.7087125411947716,475.7141414177393
家庭支持×沟通坦诚度×自主权×来港时长,"('家庭支持', '沟通坦诚度', '自主权', '来港时长')",0.3308274240263159,0.34613241622730334,0.05204564767022701,0.7250801539706232,0.6494771963125445,494.7810023079774
社会保持×家庭沟通频率×沟通坦诚度×自主权,"('社会保持', '家庭沟通频率', '沟通坦诚度', '自主权')",-0.13711346066267416,0.34817577314946146,0.03652907104302483,0.709563577343421,0.6296935611128618,500.4362287677477
社会保持×文化接触×家庭沟通频率×自主权,"('社会保持', '文化接触', '家庭沟通频率', '自主权')",0.14631346737822915,0.355939316703989,0.0717815942829606,0.7448161005833568,0.67464052824378,487.1080042499517
社会保持×家庭支持×沟通坦诚度×来港时长,"('社会保持', '家庭支持', '沟通坦诚度', '来港时长')",0.2749609940893556,0.3567378766354497,0.03540509190014696,0.7084395982005431,0.6282604877056925,500.8340659750361
文化接触×社会接触×社会联结感×开放性,"('文化接触', '社会接触', '社会联结感', '开放性')",0.19950428247396695,0.35798443587833884,0.049516413792849434,0.7225509200932456,0.6462524231188882,495.7242592429793
社会保持×文化接触×家庭沟通频率×开放性,"('社会保持', '文化接触', '家庭沟通频率', '开放性')",0.3339767095947406,0.3622118673037215,0.06819925617125144,0.7412337624716476,0.6700730471513507,488.5438898530424
社会保持×文化接触×社会接触×来港时长,"('社会保持', '文化接触', '社会接触', '来港时长')",-0.37373463574223603,0.36531987518133974,0.06063558683326464,0.7336700931336608,0.6604293687454176,491.51139147297
文化保持×文化接触×家庭沟通频率×来港时长,"('文化保持', '文化接触', '家庭沟通频率', '来港时长')",0.3899965438521601,0.365469853974211,0.0715218531594981,0.7445563594598943,0.6743093583113653,487.212790364803
社会保持×文化接触×家庭支持×自主权,"('社会保持', '文化接触', '家庭支持', '自主权')",0.13770207108822224,0.3688811216620869,0.05761992623533563,0.7306544325357318,0.6565844014830581,492.6711097648787
社会保持×文化接触×社会接触×自主权,"('社会保持', '文化接触', '社会接触', '自主权')",-0.1792280197172995,0.3745040326684405,0.08382342003226395,0.7568579263326601,0.6899938560741417,482.1291365218434
文化保持×文化接触×社会接触×开放性,"('文化保持', '文化接触', '社会接触', '开放性')",-0.1626242328636741,0.37870748365171253,0.0426709319003582,0.7157054382007544,0.6375244337059618,498.23472660851303
文化接触×家庭支持×沟通坦诚度×社会联结感,"('文化接触', '家庭支持', '沟通坦诚度', '社会联结感')",0.12409230025321091,0.3793804321982466,0.06517890537239035,0.7382134116727865,0.6662220998828028,489.7391561467622
社会保持×社会接触×沟通坦诚度×开放性,"('社会保持', '社会接触', '沟通坦诚度', '开放性')",0.2635417297640698,0.3802694398857729,0.0620159611559834,0.7350504674563796,0.662189346006884,490.9761594853239
文化保持×社会保持×自主权×开放性,"('文化保持', '社会保持', '自主权', '开放性')",-0.20414273703679775,0.38794757793239415,0.03494376250059372,0.7079782688009899,0.6276722927212621,500.9969117352646
文化保持×社会保持×家庭支持×沟通坦诚度,"('文化保持', '社会保持', '家庭支持', '沟通坦诚度')",-0.1663957200044125,0.3972336069660527,0.027839991450635315,0.7008744977510315,0.6186149846325653,503.47251713429574
家庭支持×沟通坦诚度×自主权×开放性,"('家庭支持', '沟通坦诚度', '自主权', '开放性')",-0.21616247730628102,0.397641509862207,0.05895280990131213,0.7319873162017083,0.6582838281571781,492.16013855031156
文化接触×社会接触×社会联结感×来港时长,"('文化接触', '社会接触', '社会联结感', '来港时长')",0.5075553538918255,0.39879791264034503,0.060357663139637086,0.7333921694400333,0.6600750160360425,491.6188191930519
社会保持×家庭沟通频率×社会联结感×开放性,"('社会保持', '家庭沟通频率', '社会联结感', '开放性')",0.18626808345099816,0.40176950796644667,0.05447947150035859,0.7275139778007548,0.6525803216959624,493.86509869459064
社会保持×文化接触×社会接触×家庭支持,"('社会保持', '文化接触', '社会接触', '家庭支持')",-0.15637574907924784,0.40408527329115845,0.06750262739527502,0.7405371336956712,0.6691848454619809,488.8208052428348
文化接触×家庭沟通频率×沟通坦诚度×自主权,"('文化接触', '家庭沟通频率', '沟通坦诚度', '自主权')",-0.12284568887682548,0.40915974302399427,0.06195464616344659,0.7349891524638428,0.6621111693913996,490.9999931321279
文化保持×社会保持×家庭支持×来港时长,"('文化保持', '社会保持', '家庭支持', '来港时长')",-0.22189694959098571,0.4110897868866563,0.04843175387495369,0.7214662601753499,0.6448694817235712,496.12614257214966
文化接触×社会接触×自主权×社会联结感,"('文化接触', '社会接触', '自主权', '社会联结感')",-0.13802055296313911,0.4111524938169725,0.047663964302997686,0.7206984706033939,0.6438905500193273,496.40967565158314
社会保持×文化接触×家庭支持×来港时长,"('社会保持', '文化接触', '家庭支持', '来港时长')",-0.28170357932423995,0.414873134612183,0.0533230977532384,0.7263576040536346,0.651105945168384,494.3012842875643
文化保持×自主权×开放性×来港时长,"('文化保持', '自主权', '开放性', '来港时长')",-0.3847265693688011,0.4197810145329921,0.049615586165552505,0.7226500924659487,0.6463788678940846,495.68743598003744
社会接触×沟通坦诚度×开放性×来港时长,"('社会接触', '沟通坦诚度', '开放性', '来港时长')",-0.46312387921274945,0.4213554265419423,0.07664517890852895,0.7496796852089251,0.6808415986413796,485.1259646918613
文化接触×社会接触×沟通坦诚度×来港时长,"('文化接触', '社会接触', '沟通坦诚度', '来港时长')",-0.3466719540002025,0.4216646941180973,0.0735257408025678,0.746560247102964,0.6768643150562791,486.40159669352767
文化保持×家庭支持×沟通坦诚度×自主权,"('文化保持', '家庭支持', '沟通坦诚度', '自主权')",0.13989453207788935,0.4238713061364689,0.027878207029557234,0.7009127133299534,0.6186637094956906,503.45935725303866
文化保持×文化接触×家庭支持×自主权,"('文化保持', '文化接触', '家庭支持', '自主权')",0.12299301974983295,0.433548455414133,0.06067278926007713,0.7337072955604733,0.6604768018396034,491.49700286127165
文化保持×社会联结感×开放性×来港时长,"('文化保持', '社会联结感', '开放性', '来港时长')",-0.43564378591916064,0.4349067385501933,0.03775683736263713,0.7107913436630333,0.6312589631703676,499.99989237976104
社会接触×家庭沟通频率×社会联结感×开放性,"('社会接触', '家庭沟通频率', '社会联结感', '开放性')",-0.17033012612276233,0.43511686910649433,0.07819804200505964,0.7512325483054558,0.6828214990894562,484.48501363748085
文化保持×社会接触×沟通坦诚度×来港时长,"('文化保持', '社会接触', '沟通坦诚度', '来港时长')",-0.6919412445083095,0.438092032990802,0.054895812286818835,0.727930318587215,0.6531111561986992,493.70760109029936
文化接触×社会接触×家庭支持×自主权,"('文化接触', '社会接触', '家庭支持', '自主权')",-0.15751041193217405,0.4407103857236701,0.06251810540564051,0.7355526117060367,0.6628295799251969,490.78076404122567
文化保持×文化接触×家庭支持×来港时长,"('文化保持', '文化接触', '家庭支持', '来港时长')",-0.28749133923026127,0.4446240540501782,0.056551163674602556,0.7295856699749987,0.6552217292181235,493.0790047868468
沟通坦诚度×自主权×社会联结感×来港时长,"('沟通坦诚度', '自主权', '社会联结感', '来港时长')",0.30541750750199503,0.4466937196043416,0.0724179611849195,0.7454524674853157,0.6754518960437775,486.85082636823273
文化保持×社会保持×文化接触×开放性,"('文化保持', '社会保持', '文化接触', '开放性')",-0.14428213408102547,0.44761087045854153,0.041069520223768086,0.7141040265241643,0.6354826338183095,498.81329053120874
社会保持×社会接触×家庭支持×自主权,"('社会保持', '社会接触', '家庭支持', '自主权')",0.11975075183094089,0.45528918201978863,0.07822935846220314,0.7512638647625993,0.6828614275723142,484.47204651453035
社会保持×文化接触×自主权×社会联结感,"('社会保持', '文化接触', '自主权', '社会联结感')",-0.1131070908898329,0.46340513834381747,0.060682564800940586,0.7337170711013368,0.6604892656542044,491.49322168674536
文化接触×自主权×开放性×来港时长,"('文化接触', '自主权', '开放性', '来港时长')",-0.5502470365683798,0.4638750701349111,0.04731726744982345,0.7203517737502196,0.64344851153153,496.53745021484485
文化保持×家庭支持×家庭沟通频率×来港时长,"('文化保持', '家庭支持', '家庭沟通频率', '来港时长')",0.34198081840641925,0.46606335175965535,0.06129468341757116,0.7343291897179673,0.6612697168904084,491.2561775955143
家庭支持×家庭沟通频率×开放性×来港时长,"('家庭支持', '家庭沟通频率', '开放性', '来港时长')",0.39446965791540245,0.4707978953795826,0.07854636719537966,0.7515808734957758,0.6832656137071142,484.3406915578187
文化保持×社会保持×家庭支持×家庭沟通频率,"('文化保持', '社会保持', '家庭支持', '家庭沟通频率')",-0.1585158799611942,0.4737932326761166,0.029330228004935677,0.7023647343053319,0.6205150362392982,502.958090944084
家庭沟通频率×沟通坦诚度×社会联结感×来港时长,"('家庭沟通频率', '沟通坦诚度', '社会联结感', '来港时长')",0.2163672530217998,0.4758826955049794,0.04577959020963551,0.7188140965100317,0.6414879730502905,497.10225590054563
文化保持×社会保持×自主权×社会联结感,"('文化保持', '社会保持', '自主权', '社会联结感')",-0.12774825004788548,0.4812758937481507,0.07193952458359765,0.7449740308839938,0.6748418893770922,487.0442390329756
文化接触×社会接触×自主权×开放性,"('文化接触', '社会接触', '自主权', '开放性')",0.2277904149155564,0.48236536225043974,0.033289815304863746,0.7063243216052599,0.6255635100467065,501.57863537344684
社会保持×家庭支持×开放性×来港时长,"('社会保持', '家庭支持', '开放性', '来港时长')",-0.3323730502946025,0.48391177892913645,0.04605841222154061,0.7190929185219368,0.6418434711154695,497.0000711362815
文化保持×自主权×社会联结感×开放性,"('文化保持', '自主权', '社会联结感', '开放性')",0.2345592089198547,0.4853377490340971,0.04311767446014758,0.7161521807605438,0.6380940304696934,498.0727443495667
文化保持×文化接触×家庭沟通频率×社会联结感,"('文化保持', '文化接触', '家庭沟通频率', '社会联结感')",-0.1279744041929288,0.48579657521841246,0.04330905708952981,0.716343563389926,0.6383380433221557,498.0032738165426
文化接触×家庭支持×家庭沟通频率×来港时长,"('文化接触', '家庭支持', '家庭沟通频率', '来港时长')",0.3050896790322114,0.48619450716670803,0.06404520852498918,0.7370797148253854,0.6647766364023664,490.1842463976719
家庭沟通频率×沟通坦诚度×自主权×开放性,"('家庭沟通频率', '沟通坦诚度', '自主权', '开放性')",0.16187301171222257,0.48701329359358475,0.050742807586370064,0.7237773138867662,0.647816075205627,495.26796446664514
家庭沟通频率×沟通坦诚度×开放性×来港时长,"('家庭沟通频率', '沟通坦诚度', '开放性', '来港时长')",0.26101808165119317,0.49001539763627794,0.023980940760303326,0.6970154470606995,0.6136946950023918,504.7928327822533
社会保持×社会接触×家庭沟通频率×开放性,"('社会保持', '社会接触', '家庭沟通频率', '开放性')",0.19861593617685458,0.49178021250962445,0.07109039542340856,0.7441249017238047,0.6737592496978511,487.38661601988287
文化保持×家庭支持×社会联结感×开放性,"('文化保持', '家庭支持', '社会联结感', '开放性')",0.2010039598960761,0.4919783383305822,0.035177770485215865,0.708212276785612,0.6279706529016553,500.914340877514
文化保持×社会保持×家庭沟通频率×自主权,"('文化保持', '社会保持', '家庭沟通频率', '自主权')",0.11882721283504491,0.49393202365138156,0.032469813714835705,0.7055043200152319,0.6245180080194207,501.86583133187105
文化保持×社会保持×文化接触×社会联结感,"('文化保持', '社会保持', '文化接触', '社会联结感')",-0.12226416140462515,0.5028252824212639,0.024142879823587315,0.6971773861239835,0.613901167308079,504.73776666607245
文化保持×社会保持×家庭沟通频率×开放性,"('文化保持', '社会保持', '家庭沟通频率', '开放性')",0.1758044296261831,0.5037909743140084,0.05204912325081945,0.7250836295512156,0.6494816276777999,494.7797001572995
文化接触×自主权×社会联结感×开放性,"('文化接触', '自主权', '社会联结感', '开放性')",-0.23793375461064414,0.5096871503238027,0.04311957480131001,0.7161540811017062,0.6380964534046754,498.07205476951117
社会保持×文化接触×家庭沟通频率×来港时长,"('社会保持', '文化接触', '家庭沟通频率', '来港时长')",0.25453839973432035,0.5105277398146522,0.08618837939335755,0.7592228856937537,0.6930091792595361,481.12238680181633
文化接触×家庭支持×自主权×社会联结感,"('文化接触', '家庭支持', '自主权', '社会联结感')",-0.10171657479178742,0.5140377608153701,0.03370717845524118,0.7067416847556374,0.6260956480634376,501.43215071861187
文化保持×文化接触×社会联结感×来港时长,"('文化保持', '文化接触', '社会联结感', '来港时长')",0.5380146578665448,0.5174290357449728,0.03114817797913605,0.7041826842795322,0.6228329224564036,502.3270399084007
文化保持×社会接触×家庭沟通频率×社会联结感,"('文化保持', '社会接触', '家庭沟通频率', '社会联结感')",-0.14489482785323946,0.5254464221707703,0.03651405386449713,0.7095485601648933,0.6296744142102391,500.4415543029795
社会保持×文化接触×沟通坦诚度×自主权,"('社会保持', '文化接触', '沟通坦诚度', '自主权')",0.09745254899724645,0.5360731383382017,0.054008317388708704,0.7270428236891049,0.6519796002036087,494.04304164337964
文化接触×家庭支持×社会联结感×来港时长,"('文化接触', '家庭支持', '社会联结感', '来港时长')",0.4349723770642528,0.5377955970739103,0.06371046580178241,0.7367449721021786,0.6643498394302778,490.3152996960124
社会接触×家庭支持×社会联结感×开放性,"('社会接触', '家庭支持', '社会联结感', '开放性')",-0.17289895190701954,0.5389806957699016,0.05581544181288334,0.7288499481132795,0.6542836838444315,493.3588584881111
文化接触×家庭支持×社会联结感×开放性,"('文化接触', '家庭支持', '社会联结感', '开放性')",-0.18729141706843988,0.5391092075854621,0.04348894367468392,0.7165234499750801,0.6385673987182272,497.9379335195439
社会接触×家庭支持×家庭沟通频率×自主权,"('社会接触', '家庭支持', '家庭沟通频率', '自主权')",0.09281914588265539,0.5444041579189655,0.10387499651546328,0.7769095028158595,0.7155596160902209,473.26408805878737
家庭支持×家庭沟通频率×沟通坦诚度×开放性,"('家庭支持', '家庭沟通频率', '沟通坦诚度', '开放性')",0.17118482132605783,0.5467832526371533,0.06738742393087449,0.7404219302312707,0.6690379610448701,488.8665278677895
社会保持×家庭支持×社会联结感×来港时长,"('社会保持', '家庭支持', '社会联结感', '来港时长')",-0.19766705428495893,0.5478213232869772,0.06233539059220128,0.7353698968925975,0.6625966185380618,490.85190532709873
社会保持×沟通坦诚度×社会联结感×开放性,"('社会保持', '沟通坦诚度', '社会联结感', '开放性')",0.11609651322473181,0.5492138213503045,0.05762173272940274,0.7306562390297989,0.6565867047629936,492.6704189441066
社会保持×家庭沟通频率×自主权×开放性,"('社会保持', '家庭沟通频率', '自主权', '开放性')",-0.17421959722438288,0.5535681956077633,0.0486443387269051,0.7216788450273013,0.6451405274098092,496.0475000352184
文化保持×家庭支持×沟通坦诚度×来港时长,"('文化保持', '家庭支持', '沟通坦诚度', '来港时长')",0.21447414183610714,0.5772472941691612,0.04957718037669667,0.7226116866770929,0.6463299005132934,495.7016978286347
社会保持×家庭沟通频率×沟通坦诚度×来港时长,"('社会保持', '家庭沟通频率', '沟通坦诚度', '来港时长')",0.13089437949445967,0.579507636974006,0.02654144233375244,0.6995759486341486,0.6169593345085396,503.9186879883142
文化保持×社会接触×家庭支持×开放性,"('文化保持', '社会接触', '家庭支持', '开放性')",0.1271859419207121,0.5830795398180767,0.05694254750294281,0.729977053803339,0.6557207435992572,492.9298198836574
社会保持×文化接触×家庭支持×家庭沟通频率,"('社会保持', '文化接触', '家庭支持', '家庭沟通频率')",-0.0874926362225637,0.5904864232964502,0.051064078296188864,0.724098584596585,0.648225695360646,495.1480968979042
文化接触×沟通坦诚度×社会联结感×开放性,"('文化接触', '沟通坦诚度', '社会联结感', '开放性')",0.13534311764717366,0.5953617242423583,0.07715102971004295,0.7501855360104391,0.6814865584133099,484.91761025408437
社会保持×家庭支持×家庭沟通频率×开放性,"('社会保持', '家庭支持', '家庭沟通频率', '开放性')",0.14381998292989345,0.5983718839690844,0.04880910388248405,0.7218436101828802,0.6453506029831724,495.98650633770285
文化接触×社会接触×沟通坦诚度×社会联结感,"('文化接触', '社会接触', '沟通坦诚度', '社会联结感')",-0.0772102869567691,0.6056416644528775,0.055181932572114345,0.7282164388725105,0.653475959562451,493.5992248233244
文化保持×家庭沟通频率×自主权×开放性,"('文化保持', '家庭沟通频率', '自主权', '开放性')",-0.1726438322511562,0.6103939883346494,0.041700126470589516,0.7147346327709857,0.6362866567830068,498.58585052368124
文化保持×家庭沟通频率×社会联结感×来港时长,"('文化保持', '家庭沟通频率', '社会联结感', '来港时长')",0.2314785839514646,0.6107835822321137,0.033976255091478946,0.7070107613918751,0.6264387207746408,501.3376005740645
社会保持×文化接触×社会接触×开放性,"('社会保持', '文化接触', '社会接触', '开放性')",-0.16455047098679432,0.6139252977395387,0.03295222855670277,0.705986734857099,0.6251330869428011,501.69696817268516
社会保持×社会接触×社会联结感×来港时长,"('社会保持', '社会接触', '社会联结感', '来港时长')",-0.24927634031352175,0.6162512719742735,0.0472104403895085,0.7202449466899047,0.6433123070296285,496.57678923107244
文化保持×社会接触×家庭沟通频率×沟通坦诚度,"('文化保持', '社会接触', '家庭沟通频率', '沟通坦诚度')",-0.07138854286092516,0.6201168866355278,0.06924976531189286,0.742284271612289,0.6714124463056685,488.12489132903
家庭支持×沟通坦诚度×社会联结感×开放性,"('家庭支持', '沟通坦诚度', '社会联结感', '开放性')",0.10761594588758665,0.6209079546815675,0.058828601777930256,0.7318631080783264,0.6581254627998663,492.20786193765184
家庭沟通频率×自主权×社会联结感×来港时长,"('家庭沟通频率', '自主权', '社会联结感', '来港时长')",-0.18506147069394596,0.6222564867470944,0.06498078963612897,0.7380152959365252,0.6659695023190696,489.81707535350205
文化接触×家庭支持×家庭沟通频率×社会联结感,"('文化接触', '家庭支持', '家庭沟通频率', '社会联结感')",-0.07272914658469659,0.6231159122515796,0.06377014546821991,0.7368046517686161,0.6644259310049856,490.29194704608335
社会接触×沟通坦诚度×社会联结感×开放性,"('社会接触', '沟通坦诚度', '社会联结感', '开放性')",0.10124232113698499,0.6237464123480851,0.09455012446809707,0.7675846307684933,0.703670404229829,477.4817989417196
文化保持×文化接触×沟通坦诚度×来港时长,"('文化保持', '文化接触', '沟通坦诚度', '来港时长')",0.17144711374420607,0.6240053906060921,0.0652983228141264,0.7383328291145226,0.6663743571210163,489.6921606041924
家庭支持×家庭沟通频率×社会联结感×来港时长,"('家庭支持', '家庭沟通频率', '社会联结感', '来港时长')",0.21010319740369715,0.6311637293219495,0.05064297601841994,0.7236774823188161,0.6476887899564906,495.30518368976084
社会保持×社会接触×家庭沟通频率×自主权,"('社会保持', '社会接触', '家庭沟通频率', '自主权')",0.07421127096243896,0.6410589072514821,0.06344268547599874,0.7364771917763949,0.6640084195149035,490.42001699442625
社会保持×社会接触×家庭沟通频率×来港时长,"('社会保持', '社会接触', '家庭沟通频率', '来港时长')",0.2402330349483771,0.6468712884034178,0.06073426329017928,0.7337687695905755,0.6605551812279837,491.4732224273257
社会保持×社会接触×家庭支持×来港时长,"('社会保持', '社会接触', '家庭支持', '来港时长')",-0.1099894884198232,0.6469255276256507,0.05263852550011572,0.7256730318005119,0.6502331155456527,494.5586380134036
文化保持×文化接触×沟通坦诚度×开放性,"('文化保持', '文化接触', '沟通坦诚度', '开放性')",-0.13093491872901286,0.6511671757821771,0.04380960714741988,0.7168441134478161,0.6389762446459655,497.821355861487
文化保持×社会保持×沟通坦诚度×自主权,"('文化保持', '社会保持', '沟通坦诚度', '自主权')",0.08862927531082487,0.6513799582772025,0.027990845575810996,0.7010253518762072,0.6188073236421642,503.4205593636351
家庭支持×家庭沟通频率×自主权×社会联结感,"('家庭支持', '家庭沟通频率', '自主权', '社会联结感')",-0.06538456632560849,0.6519579211234434,0.07923478369490589,0.7522692899953021,0.6841433447440102,484.05486280312795
家庭沟通频率×自主权×社会联结感×开放性,"('家庭沟通频率', '自主权', '社会联结感', '开放性')",0.13047888078639044,0.6528968367154178,0.05996585170633861,0.7330003580067348,0.659575456458587,491.7700786373374
文化保持×社会保持×文化接触×家庭支持,"('文化保持', '社会保持', '文化接触', '家庭支持')",-0.08265532608499743,0.6536795872178774,0.03138691696567664,0.7044214232660728,0.6231373146642429,502.2438803286228
文化保持×社会保持×社会接触×家庭沟通频率,"('文化保持', '社会保持', '社会接触', '家庭沟通频率')",0.08834946905317081,0.6540766678610318,0.03583795733699535,0.7088724636373915,0.6288123911376742,500.6810332956993
社会保持×家庭支持×自主权×社会联结感,"('社会保持', '家庭支持', '自主权', '社会联结感')",0.0786124439145729,0.6662499304759021,0.06043888051391755,0.7334733868143137,0.66017856818825,491.5874372791135
文化保持×社会保持×社会接触×开放性,"('文化保持', '社会保持', '社会接触', '开放性')",0.08203754908705085,0.6733634403892444,0.043559922527392825,0.716594428827789,0.638657896755431,497.91214042572824
社会保持×文化接触×自主权×开放性,"('社会保持', '文化接触', '自主权', '开放性')",-0.19321676366794777,0.674044699955231,0.05304816707881099,0.7260826733792072,0.6507554085584892,494.40471724904273
社会保持×自主权×社会联结感×开放性,"('社会保持', '自主权', '社会联结感', '开放性')",-0.13431185738874585,0.6748259723560066,0.03840176302006504,0.7114362693204612,0.6320812433835881,499.76994933714934
社会接触×家庭沟通频率×自主权×来港时长,"('社会接触', '家庭沟通频率', '自主权', '来港时长')",-0.16556484344371908,0.6803013414333473,0.07125503663815036,0.7442895429385465,0.6739691672466468,487.3203199897197
文化保持×文化接触×家庭支持×家庭沟通频率,"('文化保持', '文化接触', '家庭支持', '家庭沟通频率')",-0.07146238188661475,0.6820250979644843,0.060142078149171274,0.7331765844495675,0.6598001451731985,491.7020736157684
文化保持×文化接触×家庭沟通频率×自主权,"('文化保持', '文化接触', '家庭沟通频率', '自主权')",0.07387102776153107,0.6841025079623437,0.059445368341908944,0.7324798746423051,0.6589118401689391,491.97066917394443
文化保持×家庭支持×沟通坦诚度×开放性,"('文化保持', '家庭支持', '沟通坦诚度', '开放性')",-0.1152920603271154,0.6861896978496506,0.03254701026823914,0.7055815165686353,0.6246164336250101,501.83882826235754
文化保持×沟通坦诚度×自主权×社会联结感,"('文化保持', '沟通坦诚度', '自主权', '社会联结感')",-0.06290038343335336,0.6871138005952823,0.05921094461939558,0.7322454509197918,0.6586129499227344,492.0608869485401
家庭沟通频率×社会联结感×开放性×来港时长,"('家庭沟通频率', '社会联结感', '开放性', '来港时长')",0.22988680266399167,0.6874323049428481,0.039595703407300675,0.7126302097076969,0.6336035173773136,499.3428999240746
文化保持×家庭支持×自主权×社会联结感,"('文化保持', '家庭支持', '自主权', '社会联结感')",0.06273982163212062,0.6886192933954421,0.06879007586960095,0.7418245821699971,0.6708263422667464,488.3084495289892
家庭支持×自主权×社会联结感×开放性,"('家庭支持', '自主权', '社会联结感', '开放性')",0.11777251404226025,0.6968538251420818,0.03312702577306603,0.7061615320734622,0.6253559533936643,501.63571424485525
文化接触×社会接触×家庭沟通频率×自主权,"('文化接触', '社会接触', '家庭沟通频率', '自主权')",0.06634156021204918,0.6978046494764953,0.08134709516330751,0.7543816014637037,0.6868365418662222,483.1728528553188
文化保持×文化接触×社会接触×家庭沟通频率,"('文化保持', '文化接触', '社会接触', '家庭沟通频率')",0.08070566757304587,0.6994177942342928,0.055778197731014334,0.7288127040314105,0.6542361976400484,493.37300518279744
社会保持×家庭沟通频率×社会联结感×来港时长,"('社会保持', '家庭沟通频率', '社会联结感', '来港时长')",0.13732997551339543,0.7080350421096815,0.03616715750775823,0.7092016638081544,0.6292321213553969,500.56449741783285
社会接触×家庭沟通频率×沟通坦诚度×社会联结感,"('社会接触', '家庭沟通频率', '沟通坦诚度', '社会联结感')",-0.0594577423627039,0.7090369447498307,0.028582532422833706,0.7016170387232299,0.6195617243721181,503.2165148709728
文化保持×社会保持×家庭沟通频率×来港时长,"('文化保持', '社会保持', '家庭沟通频率', '来港时长')",-0.1355908173166811,0.7131556656976901,0.034547712056683055,0.7075822183570792,0.6271673284052761,501.13650942183716
文化接触×沟通坦诚度×自主权×来港时长,"('文化接触', '沟通坦诚度', '自主权', '来港时长')",-0.13902551057298906,0.7151165284200637,0.08175296341573646,0.7547874697161326,0.6873540238880691,483.00251135043936
文化保持×社会接触×社会联结感×开放性,"('文化保持', '社会接触', '社会联结感', '开放性')",0.08912113667555688,0.7182894332964275,0.04434385135210106,0.7173783576524972,0.639657406006934,497.62683710941155
文化保持×社会保持×社会接触×来港时长,"('文化保持', '社会保持', '社会接触', '来港时长')",-0.13419446315711675,0.7202138422221825,0.07702849040128001,0.7500629967016762,0.6813303207946372,484.9681215577291
文化接触×家庭支持×自主权×开放性,"('文化接触', '家庭支持', '自主权', '开放性')",0.12266084217402207,0.7252599482290885,0.04253165955248839,0.7155661658528846,0.6373468614624278,498.28517266402775
文化保持×社会保持×文化接触×沟通坦诚度,"('文化保持', '社会保持', '文化接触', '沟通坦诚度')",0.06796971149887696,0.7325042474454384,0.04845607442229083,0.721490580722687,0.6449004904214259,496.11714859623817
文化保持×家庭支持×开放性×来港时长,"('文化保持', '家庭支持', '开放性', '来港时长')",0.21332514270743497,0.7327168597703694,0.05055257056232376,0.72358707686272,0.647573522999968,495.3388770677253
文化保持×社会保持×家庭支持×开放性,"('文化保持', '社会保持', '家庭支持', '开放性')",-0.1095562971733478,0.7362254262104451,0.029356078873703506,0.7023905851740997,0.6205479960969771,502.94914457439137
社会保持×家庭支持×社会联结感×开放性,"('社会保持', '家庭支持', '社会联结感', '开放性')",0.09129624512562975,0.7369883720297078,0.030307756557410137,0.7033422628578063,0.6217613851437032,502.6192495603625
社会保持×文化接触×沟通坦诚度×来港时长,"('社会保持', '文化接触', '沟通坦诚度', '来港时长')",0.11089935038160287,0.7373751154994205,0.07275826367625593,0.7457927699766521,0.6758857817202315,486.71303439293877
家庭沟通频率×自主权×开放性×来港时长,"('家庭沟通频率', '自主权', '开放性', '来港时长')",0.17047319085603646,0.738041238048081,0.05551000148306717,0.7285445077834634,0.6538942474239158,493.47481881190777
文化接触×家庭支持×沟通坦诚度×来港时长,"('文化接触', '家庭支持', '沟通坦诚度', '来港时长')",-0.11835039327610891,0.7424512120012298,0.07048151780693335,0.7435160241073295,0.6729829307368451,487.631422551792
社会保持×家庭沟通频率×沟通坦诚度×开放性,"('社会保持', '家庭沟通频率', '沟通坦诚度', '开放性')",0.08438900509132335,0.7459390081796131,0.03267838729397865,0.7057128935943748,0.6247839393328279,501.79285678150393
